,Writer Name,Novel Name,Genre,Final Word Count,Daily Average,Winner,Synopses,url,Novel Date,Excerpt
597,LadyMage,"Novel: The Index, Book 5: Old & New",Genre: Fantasy,51085,"1,702",1,"
<p>No sooner than the team bury and say goodbye to one of their own, they are surprised when bodies begin to show up in random places - and each and every body resembles someone on the team. Who is trying to send this macabre message, and why? <br/><br/>Arriella's father, the dynamic Emperor Rhyssius, is dying. He is well aware that things are to go to one of his daughters, but which one will be the next queen when neither really wants to be? And who will benefit from this confusion in the First sector, and why is it so important to them to try and jockey for the position of leadership in the First sector? <br/><br/>Just when you think things are settled, take one more step forward...</p>
",http://nanowrimo.org/participants/ladymage/novels/the-index-book-5-old-new/stats,November 2010,"
<p></p>
"
598,LadyMage,"Novel: The Index, Book 4: Revival",Genre: Fantasy,50985,"1,699",1,"
<p>Shourron I wanted nothing more than to find out where he came from. Who was his father? Who ordered the leech? Investigations yielded nothing, and he thought that no one would ever know... <br/>Until now. <br/><br/>Shourron gets the answers to his checkered past, but the knowledge comes at a price: everything he knows about himself, a world where people had once sought refuge, and the life of someone dear to him. <br/><br/>Those who want answers above all must be careful what they wish for.</p>
",http://nanowrimo.org/participants/ladymage/novels/the-index-book-4-revival/stats,November 2009,"
<p></p>
"
599,LadyMage,"Novel: The Index, Book 3: Lineage",Genre: Fantasy,118323,"3,944",1,"
<p>In the 34th Century, New York City's everyday gets an entirely new twist when one of the premier businessmen, Jason Watson, goes missing after a series of strange events at his company that have never been resolved. Suspicions of foul play arose to the degree that Alex Kramer, the missing man's business partner, decides that it's time to call in some otherworldly help. </p>

 

Arriella's sister disappears on the job, and her last location takes Arriella and the Mages directly back to Earth. While they are away, Emperor Rhyssius finds out that some ambitions never die...

 

It's all about connections. 

 

...isn't it?
",http://nanowrimo.org/participants/ladymage/novels/the-index-book-3-lineage/stats,November 2008,"
<p></p>
"
600,LadyMage,"Novel: The Index, Book 2: Secrets",Genre: Fantasy,101654,"3,388",1,"
<p>The Mage Ranking Tournament is back - a show of power and prowess that the entire universe stops to watch - except, perhaps, the one person who needs the help of none but the High Mage. Whosoever takes the High Mage medallion in this tournament also has to find out exactly what happened in the highest-security location in the universe.<br/> <br/> <br/> <br/>There are several skeletons in some rather high profile closets, and they are making a fair bit of ruckus as the newly acknowledged High Mage leads the others into their next investigation - with a few personal surprises in turn.<br/> <br/> <br/> <br/>Certain things must never stay hidden.</p>
",http://nanowrimo.org/participants/ladymage/novels/the-index-book-2-secrets/stats,November 2007,"
<p></p>
"
601,LadyMage,"Novel: The Index, Book 1: Mages",Genre: Fantasy,87610,"2,920",1,"
<p>When three warriors, weary of the havoc wreaked on them by the High Mage, take a leave of absence, they get a rude awakening when their number-one threat finds them - on Earth. Armed with little more than their powers, their wits, and their experience, they have to contain the threat - but nothing is as it seems. <br/><br/>As they hit the ground, they find that they're left with more questions than answers, and a perilous procedure may either pay off with great possibilities or cost them everything. For Arriella, Shourron II, and Makkian, the battle is just getting started. <br/><br/>Break time's over.</p>
",http://nanowrimo.org/participants/ladymage/novels/the-index-book-1-mages/stats,November 2006,"
<p></p>
"
602,kapppz,Novel: Miami 2017,Genre: Young Adult,15149,504,0,"
<p>Based on Billy Joel's song of the same name, and inspired by Billy's entire discography, Miami 2017 tells the story of the apocalyptic final few days of New York City in the not-so-distant future of 2017. </p>
",http://nanowrimo.org/participants/kapppz/novels/miami-2017/stats,November 2015,"
<p></p>
"
603,kapppz,Novel: Unplugged,Genre: Young Adult & Youth,50715,"1,690",1,"
<p>Fifteen-year-old Cecily Ward loses her journal. She has been using this journal to track the leads about her missing brother, the inconsistencies in her father's company, and the stories about the Unplugged.<br/><br/>Seventeen-year-old Piper Semmin finds the journal. Dealing with her own problems - her father just lost his job, and she's sure they'll soon be on the streets - she is stunned to discover that the content of the journal might be the key to helping her father get his job back - or else enough evidence to get the corrupt company entirely shut down.<br/><br/>Piper, armed with the journal, and Cecily, armed with her knowledge, simultaneously set off on a journey to solve the mysteries outlined in the journal, knowing that all their answers lie in finding the Unplugged. But which girl will get there first?</p>
",http://nanowrimo.org/participants/kapppz/novels/unplugged-409180/stats,November 2013,"
<p>“Happy one month until plugging in!”<br/><br/>Piper watched in frozen terror as her father, Carlton Semmin, lifted his frosted glass of cloudy water in a toast. Carlton chuckled, proud of the reaction he received from his daughter, and placed the cup back on the small square table. <br/><br/>“Don’t be so worried, Pipe. Plugging in is an exciting time in any teenager’s life.”<br/><br/>“You’re spouting Ward propaganda, Dad,” Piper pointed out, stabbing a piece of semi-wilted lettuce on her fork. She shoved the whole thing into her mouth. Piper knew that though her father tolerated Piper’s anti-Ward philosophies, he disagreed with them wholeheartedly. As a low-level employee of the Hamilton Ward Corporation for Technological Advancement, referred to as WardTech among its fans and WardCorp among everyone else, Piper’s father religiously called his employer WardTech.<br/><br/>“Don’t eat too fast.” Carlton cut his piece of lettuce into quarters and nibbled on one corner. “Give the enzymes time to process.” <br/><br/>She chewed her tech-enhanced lettuce slowly, staring at her father, waiting for him to spout a lecture about Piper’s choice of words. When nothing came, Piper tried goading him.<br/><br/>“Plugging in is just a tool, you know,” she said, pushing the small piece of nondescript, lifeless protein around on her plate. Even generous amounts of ketchup couldn’t mask the taste. And Piper loved ketchup. “A tool used by Ward to brainwash his minions. Do you know there was a time when humans didn’t have to plug in? A time when these” — Piper held up her wrist, showing her father the small metal circle inset in her skin — “were completely unnecessary.”<br/><br/>“And where did you hear this?” Carlton asked pleasantly.<br/><br/>“I read about it.”<br/><br/>Her father paused. “On your holo, right? You didn’t somehow manage to find—“<br/><br/>Piper shook her head, cutting off Carlton. “No, Dad, I haven’t managed to find a real book.” She rolled her eyes, using the tip of her fork to draw letters on her plate. “But one of these days, I will. I’ll read an actual ink-and-paper book.”<br/><br/>“Now you’re spouting propaganda,” Carlton said, his voice sharp. “Wood pulp was outlawed and you know that.”<br/><br/>Piper’s fork clattered to her plate and her gaze and hands fell to her lap.<br/><br/>“Don’t pick your nails.”<br/><br/>Piper placed her hands, palms down, back on the kitchen table.<br/><br/>He was right, but that didn’t stop Piper from craving it. She had read about how wood pulp paper felt in your hand, the way it produced a smell, a taste, a texture. But she knew that she’d never get to feel it firsthand. After the final wave of radiation drove humanity into quarantine pods, all natural material was deemed unstable and outlawed. That included books.<br/><br/>“But ignoring that,” Carlton went on, popping the last item on his plate into his mouth, “I want to tell you something.”<br/><br/>Piper looked at her father, eyes wide. Lecturing Piper about her love of everything obsolete was one of his favourite past times; if he was passing up that opportunity, Piper knew he was going to say something good.<br/><br/>“A curious thing happened at work today.”<br/><br/>He had her full attention.<br/><br/>“I probably shouldn’t be telling you this at all, given your opinions about my employer.”<br/><br/>Piper shook her head, urging him to go on.<br/><br/>“But Hamilton Ward is the reason there is food on your plate and electricity in this apartment.”<br/><br/>Piper nodded. When was he going to get to the good stuff?<br/><br/>“I managed to hack myself into some wormhole, and when I came out the other side I realized I was looking at the plugcast coding.”<br/><br/>Piper’s mouth popped open. <br/><br/>“I recognized it instantly, having worked on it so closely with your—” Carlton paused.<br/><br/>“With my mother,” Piper finished his thought, voice strong. It had been close to five years since her mother passed away, and Carlton still seemed to think Piper wasn’t ready to talk about it.<br/><br/>“Yes.” He paused, scratched at the stubble growing on his chin, and then went on. “But it was different, Pipe.”<br/><br/>“It’s been five years since Mom worked on it. Of course it’ll look different.” She scooped up some ketchup onto her fork and ate it. Her father grimaced at the action. “Wouldn’t Hamilton Ward have updated and enhanced the code? I’d expect so.”<br/><br/>Carlton thought about that. “I suppose. But this seemed… different, somehow. The basic sequence was the same, but there was some sort of addendum at the end that seemed odd to me.”<br/><br/>“Addendum?”<br/><br/>“I started reading it, but didn’t get very far before I was logged out of the system. I guess one of the higher-ups detected the breach.”<br/><br/>“You sound worried.”<br/><br/>“A memo circulated less than half an hour later, Piper. It said that the hacker droids are almost finished, and the A-level hackers are going to start being tested, to see which of us humans are going to be kept.” He ran a hand through his short, near-black hair. “They’re letting off half of us, Piper. To be replaced by machines.”<br/><br/>Piper frowned, still unsure how this connected with what her father saw. <br/><br/>“If the D-levels find out that I was the one who breached the security, I’m definitely going to be on the half being let off.”<br/><br/>Fury exploded in Piper’s heart. “You were doing your job, Dad! That’s exactly what your job is. You hack into their system to find where it’s weak. If you were able to get into the plugcast code, then that’s a serious problem for WardCorp! They should be promoting you, not letting you go!”<br/><br/>Carlton’s shoulders sagged. “I don’t know, Piper. Whatever I saw… they’re not happy about it. It seems like my accidental breach has been the talk of the company. No one knows it was me. I can cover my tracks incredibly well - that’s one of the reasons I was hired, you know. But whatever that addendum was, it was important. And top-secret. And the D-levels have made it very clear that whoever caused the breach is going to be let go. I’m not speculating, Pipe. They said that outright.”<br/><br/>Piper’s anger deflated and she slumped back in her seat. “So what you’re saying is…”<br/><br/>“Let’s cross our fingers that I pass the testing and my covered tracks stay covered. Because if I’m caught, or if I don’t fly through the testing with flying colours, I’m out of a job.”<br/><br/>So much of Piper and her father’s life was based on that job. They lived in an apartment complex filled with WardCorp employees. Piper’s education was funded through WardCorp. Their food and power allotments were rations delivered from WardCorp. They didn’t live a glamorous life, but it was a comfortable life. And if Carlton Semmin lost his job, he and his daughter would have lost so much more than just a job.<br/><br/>“And we’d be screwed.”<br/><br/>Defeat hung over the room like a fog, weighty and palpable. Piper could feel the resistance in her chest, the tightness of breathing, the beginnings of a panic attack. She swallowed it down and shoved away from the table. Her chair smacked into the wall that was always just a little too close to the edge of the table.<br/><br/>“Piper?”<br/><br/>“I need some air.” <br/><br/>Piper was halfway to the door of their apartment by the time her dad reacted: “But you didn’t finish your dinner.”</p>
"
604,kapppz,Novel: Elite,Genre: Young Adult & Youth,50091,"1,669",1,"
<p>At an elitist prep school in New England, which is worse - the scandal and social hierarchy of secret societies or the fact that the campus is suddenly crawling with ghosts?</p>
",http://nanowrimo.org/participants/kapppz/novels/elite-193691/stats,November 2012,"
<p></p>
"
605,kapppz,Novel: Tales from the Fitting Room,Genre: Young Adult & Youth,50772,"1,692",1,"
<p>Cassie likes to shoplift. But when she steals something that someone else wants, too, it only leads to adventure, danger, and romance.</p>
",http://nanowrimo.org/participants/kapppz/novels/tales-from-the-fitting-room/stats,November 2011,"
<p>(From about 4500 words in.)<br/><br/>""Cassie's spot was a playground. The structure had been around for as long as Cassie was alive, but was usually deserted. In her neighbourhood, the houses all had spacious backyards and their own playgrounds. Half the houses had in-ground swimming pools. Cassie had one friend, in elementary school, who had a waterfall in her backyard. The at-home play sets meant that the public playground went unused. It had a faint air of neglect, and that’s why Cassie loved it.<br/><br/>She sat down on one of the three swings and pulled the letter out. She used her legs to rock her lightly, looking down at the small piece of paper in her hand.<br/><br/>She had a pouch full of genuine diamonds and a silent note-writer who wanted them for himself. And while the thought sort of terrified her, it also thrilled her.<br/><br/>“Waiting for it to do a trick?” a voice asked, interrupting her thoughts.<br/><br/>She jumped up and off the swing in a second, jamming the paper back in her pocket. She whirled around.<br/><br/>Standing about twenty feet behind the swing set was a guy completely unfamiliar to Cassie. From that distance, Cassie couldn’t make out what he looked like, but there was something worn and threadbare about his clothes – for clothes, after all, were Cassie’s specialty.<br/><br/>“Who are you?” she asked, staying on her side of the swings.<br/><br/>The mystery man started coming towards her. She kept one hand tightly gripping the swing’s chain, letting the comfortable metal links ground her. <br/><br/>“Just a friendly stranger,” he said. “I’m on your side. We have a mutual enemy.”<br/><br/>“I don’t have enemies,” Cassie replied instantly, coolly.<br/><br/>“Everyone has enemies.” His reply came just as quickly.<br/><br/>They fell silent.<br/><br/>“All right, I’ll bite. Who’s the mutual enemy?”<br/><br/>“The name won’t mean anything to you. But it has to do with a certain item in a certain box in a certain pocket of your knapsack.”<br/><br/>Cassie paled and her grip on the links tightened. “What do you know about that?”<br/><br/>“More than you, I can promise you that.”<br/><br/>He was a mere five feet away at that point, just on the other side of the swing. Cassie took in his features: he was moderately taller than her five-foot-six, with dark hair, worn short and unstyled. He hid it under a gray zip-up hooded sweatshirt, keeping the hood lifted. On top of the sweatshirt was a leather jacket just like the one Jordan wore. Cassie could make out very stong jawline and square chin; high, chiseled cheekbones; and dark eyes under brooding, hooded lids. The whole appearance was of someone well-cut, someone hardened, someone who had long ago lost the softness of youth. And yet Cassie would say that he looked barely older than she.<br/><br/>And while Cassie had no idea who this guy was, and while she had no reason to trust him, she did intrinsically. It was his bad-boy look, she realized with a jolt. It was her curse. She’d always trust a bad boy.<br/><br/>She knew that was backwards, but she didn’t care.""</p>
"
606,kapppz,Novel: Elements,Genre: Young Adult & Youth,50526,"1,684",1,"
<p></p>
",http://nanowrimo.org/participants/kapppz/novels/elements-409148/stats,November 2010,"
<p></p>
"
607,jrkennedy,Novel: A Penny for Your soul,Genre: Fantasy,5200,173,0,"
<p>Likely more work on a piece from two years ago rather than a new project. </p>
",http://nanowrimo.org/participants/jrkennedy/novels/a-penny-for-your-soul/stats,November 2015,"
<p></p>
"
608,jrkennedy,Novel: The Casebook of The Trashman Detective,Genre: Mystery,50088,"1,669",1,"
<p>Charles Chase is a grizzled Marine (retired) and for MP who works as a trash collector. A job that pays the bills and keeps his afternoons free. But Charles notices everything, and his quick mind and incredible observation skills is a boon to Red Rockford, the local police chief. <br/><br/>No one notices the trash man, but the trash man notices everything.</p>
<p> </p>
",http://nanowrimo.org/participants/jrkennedy/novels/the-casebook-of-the-trashman-detective/stats,November 2014,"
<p></p>
"
609,jrkennedy,Novel: Penny For Your Soul? or A Demon Named Lou,Genre: Fantasy,52065,"1,735",1,"
<p>Lou is a demon who just received a promotion to work on Earth. His new job: Tempt borderline souls slighter darker so that hell can claim them. But Lou has a problem, every time he convinces a human to do a dark deed it backfires. <br/><br/>His first assignment, convince cancer patient Eddie McMurray to rob a bank to fund his treatment, but when Eddie goes in there's a bank robbery in progress which he foils saving lives including a doctor who offers to treat him for free. Eddie's new lease on life and a good deeds moves his soul's balance to the side of good. Spoiling Eddie's plans.<br/><br/>Lou could be fired if he doesn't succeed. And in Hell being fired has a whole new meaning.</p>
",http://nanowrimo.org/participants/jrkennedy/novels/penny-for-your-soul-or-a-demon-named-lou/stats,November 2013,"
<p></p>
"
610,jrkennedy,Novel: Jack of Hearts,Genre: Fantasy,50369,"1,678",1,"
<p>Jack is a  typical suburban teen, except he is heir to the magical house of Hearts. When the Queen is killed, Jack is forced to take her place and rule with the aid of the Regent.<br/>Evidence suggests she was murdered by the powerful house of Spades, but was it the Heart's new Regent? If so, is Jack next on his list?</p>
",http://nanowrimo.org/participants/jrkennedy/novels/jack-of-hearts-206266/stats,November 2012,"
<p></p>
"
611,jrkennedy,Novel: Mightier than the Pen,"Genre: Mystery, Thriller & Suspense",60375,"2,012",1,"
<p>A dystopian future where literature in all forms is admired, critiqued, and analyzed but no new forms of fiction are permitted. The classics are required reading but all new forms of prose are strictly forbidden. When a failed author rises to power his love of literature makes its reading and understanding a requirement. But his constant rejection by editors and publishers caused him to violently hate them to such a degree, he banns all new stories and novels. <br/><br/>A young archaeologist looking for unpublished stories from the past (the only new stories allowed) may have discovered one of the greatest tales ever told but to reveal its truth may mean an end to his society and his life as well.</p>
",http://nanowrimo.org/participants/jrkennedy/novels/mightier-than-the-pen/stats,November 2011,"
<p></p>
"
612,hershele_ostropoler,Novel: Morrison Hardy: A Tale of Common Things,Genre: Literary,51528,"1,717",1,"
<p>Jonathan Rothman is hired as an aide by 20ish-term Congressman Morrison Hardy of Harlem. Rothman comes to believe Hardy is engaged in ethically questionable if not illegal behavior. This makes him briefly disillusioned by politics, but he sees that Hardy's method works, not just for keeping him in office, but for actually helping the people in the district. ""A lot of times they don't need anything, just a sense that someone is listening. The politics of the people means I can't sit on a throne somewhere, I have to listen."" When a primary challenger appears, giving Hardy his first fight in close to 2 decades, Rothman thinks ""all right then, I'll go to hell"" and tries to minimize or cover up Hardy's supposed corruption by what turns out to be an illegal act of his own. It comes to light before the primary, and Rothman has to fix the problem he doesn't entirely realize he caused.</p>
",http://nanowrimo.org/participants/hershele_ostropoler/novels/morrison-hardy-a-tale-of-common-things-829307/stats,November 2015,"
<p>“Right, but in practice the representative is the link between the people and the government.” I smiled. “Like what my father did, but with a different entity.”<br/>Templeton whispered something to his boss.<br/>“Some people might say a more important one,” Hardy said. “More visible, I’ll definitely concede, at least if you’re not looking.”</p>
"
613,hershele_ostropoler,Novel: Those who Favor Fire,Genre: Mainstream,466,15,0,"
<p></p>
",http://nanowrimo.org/participants/hershele_ostropoler/novels/those-who-favor-fire-579389/stats,November 2014,"
<p>""Axes are things of the real world. You can just go and buy an ax,"" Avdotia said. ""Try buying enchanted shoes to make your enemy dance herself to death.""<br/>""I think Chorny might actually sell those,"" Lukretsia Evgenievna said. </p>
"
614,hershele_ostropoler,Novel: Morrison Hardy: a tale of common things,Genre: Mainstream Fiction,1355,45,0,"
<p></p>
",http://nanowrimo.org/participants/hershele_ostropoler/novels/morrison-hardy-a-tale-of-common-things/stats,November 2013,"
<p>   ""Wenn man einmal am Opium der Politik geschnuppert hat, kriegt man es nicht mehr weg.""<br/>--Otto von Hapsburg<br/>   ""For what does it profit a man, if he shall gain the whole world, and yet lose his soul? or what is the price of a man's soul?""<br/>--Matthew 16:26<br/><br/><br/>If my childhood was wanting in anything, it is that I was, perhaps, overly sheltered.</p>
"
615,hershele_ostropoler,Novel: Guru,"Genre: Satire, Humor & Parody",45345,"1,511",0,"
<p></p>
",http://nanowrimo.org/participants/hershele_ostropoler/novels/guru/stats,November 2012,"
<p>""A writer may spend two thousand words on a pointless cocktail party that doesn't advance the plot or aid in characterization in any meaningful way, simply because he committed to it in his outline, and he needs word count because he's in a contest to hit fifty thousand by the end of November. It just ends up being so much filler. And then, enslaved to the outline, he has a conversation between spouses go meta just because he feels he has to save an important bit of characterization for the next chapter and can't put it in yet.""<br/>""I can see how that would make it hard to quickly evaluate. Even if it's just stuff the writer is only going to end up deleting later anyway.""</p>
"
616,hershele_ostropoler,Novel: Shadows of Conflict,"Genre: Satire, Humor & Parody",8036,267,0,"
<p>A public official's term gets off to a rocky start, thanks to unexpected events and an aide's indiscretion.</p>
",http://nanowrimo.org/participants/hershele_ostropoler/novels/shadows-of-conflict/stats,November 2011,"
<p>Her goal was to be done by Thanksgiving, which was two weeks away. It was a daunting task, though at least she wasn't doing Nanowrimo on top of that.</p>
"
617,Gia Shakur,Novel: The Last of the Madlands,Genre: Science Fiction,1326,44,0,"
<p>The Marginalized inherit the Earth after several world wars. But are they alone? </p>
",http://nanowrimo.org/participants/gia-shakur/novels/the-last-of-the-madlands/stats,November 2015,"
<p></p>
"
618,Gia Shakur,Novel: The Captain's Ball: Part 2,Genre: Science Fiction,1409,46,0,"
<p>In part 2 of the science fiction drama Delia Hayden copes with life after her sister's marriage, her impending marriage to a brute, the disappearance of her first love and seemingly small tragedy that sparks talk of civil war in the Good People's Republic.</p>
",http://nanowrimo.org/participants/gia-shakur/novels/the-captain-s-ball-part-2/stats,November 2013,"
<p></p>
"
619,Gia Shakur,Novel: The Captain's Ball,Genre: Science Fiction,50191,"1,673",1,"
<p>A young woman in a futuristic world  faces unrequited love, arranged marriage and other unfavorable events---</p>
",http://nanowrimo.org/participants/gia-shakur/novels/the-captain-s-ball/stats,November 2012,"
<p>""I was only a blade of grass amidst Ariel's sunshine""</p>
"
620,florenceandcalamity,Novel: Iron Harvest,Genre: Fantasy,50169,"1,672",1,"
<p></p>
",http://nanowrimo.org/participants/florenceandcalamity/novels/iron-harvest-966559/stats,November 2015,"
<p></p>
"
621,florenceandcalamity,Novel: Untitled fantasy project,Genre: Fantasy,4951,165,0,"
<p></p>
",http://nanowrimo.org/participants/florenceandcalamity/novels/untitled-fantasy-project-716865/stats,November 2014,"
<p></p>
"
622,florenceandcalamity,Novel: Untitled YA project,Genre: Young Adult & Youth,19490,649,0,"
<p></p>
",http://nanowrimo.org/participants/florenceandcalamity/novels/untitled-ya-project-415383/stats,November 2013,"
<p></p>
"
623,embereye,Novel: Stardust in His Eyes,Genre: Science Fiction,52694,"1,756",1,"
<p></p>
",http://nanowrimo.org/participants/embereye/novels/stardust-in-his-eyes/stats,November 2015,"
<p></p>
"
624,embereye,Novel: Hoarding Dragons,Genre: Fantasy,50082,"1,669",1,"
<p></p>
",http://nanowrimo.org/participants/embereye/novels/hoarding-dragons/stats,November 2014,"
<p></p>
"
625,embereye,Novel: We are Stardust,Genre: Science Fiction,50190,"1,673",1,"
<p>In a not too distant future, the world has climbed out of the shambles of what would be called a World War in an earlier century, and has finally started reaching for the stars in avarice rather than simply curiosity. This is a story about what happened when they got there.</p>
",http://nanowrimo.org/participants/embereye/novels/we-are-stardust/stats,November 2013,"
<p></p>
"
626,embereye,Novel: Monsters Please Apply,Genre: Fantahorrorsupersomething,7050,235,0,"
<p></p>
",http://nanowrimo.org/participants/embereye/novels/monsters-please-apply/stats,November 2012,"
<p></p>
"
627,embereye,Novel: The Blackened Oak,Genre: Fantasy,745,24,0,"
<p>A young girl finds that the house she lives in is not like other houses and her family is not quite like other families.</p>
",http://nanowrimo.org/participants/embereye/novels/the-blackened-oak/stats,November 2011,"
<p></p>
"
628,embereye,Novel: Ragnarok Reborn,Genre: Fantasy,50751,"1,691",1,"
<p>The norse gods have returned, in the bodies of confused and captured psionically powerful teenagers. Who else has returned?</p>
",http://nanowrimo.org/participants/embereye/novels/ragnarok-reborn/stats,November 2010,"
<p></p>
"
629,embereye,Novel: Zombocalypse NYC,Genre: Horror/Supernatural,75803,"2,526",1,"
<p>Just your typical zombie apocalypse novel set in NYC. </p>
",http://nanowrimo.org/participants/embereye/novels/zombocalypse-nyc/stats,November 2009,"
<p></p>
"
630,embereye,Novel: Alice,Genre:,50120,"1,670",1,"
<p>Alice hunting the Red Queen.</p>
",http://nanowrimo.org/participants/embereye/novels/alice-595199/stats,November 2007,"
<p></p>
"
631,embereye,Novel: Tam Lin,Genre: Fantasy,50130,"1,671",1,"
<p>Retelling of Tam Lin</p>
",http://nanowrimo.org/participants/embereye/novels/tam-lin-595189/stats,November 2006,"
<p></p>
"
632,embereye,Novel: Tattoos,Genre: Literary,51302,"1,710",1,"
<p>A murder mystery hidden in the tattoos of three people.</p>
",http://nanowrimo.org/participants/embereye/novels/tattoos-595173/stats,November 2005,"
<p></p>
"
633,embereye,Novel: Architecture of a Rose,Genre: Fantasy,50525,"1,684",1,"
<p>A young woman, while searching for her own mother, discovers secrets about herself and her family.</p>
",http://nanowrimo.org/participants/embereye/novels/architecture-of-a-rose/stats,November 2004,"
<p></p>
"
634,Darkscribe,Novel: Moonrise,Genre: Horror/Supernatural,50105,"1,670",1,"
<p></p>
",http://nanowrimo.org/participants/darkscribe/novels/moonrise-954845/stats,November 2015,"
<p></p>
"
635,Darkscribe,"Novel: Plot A, Plot B, or Plot C",Genre: Fantasy,50455,"1,681",1,"
<p></p>
",http://nanowrimo.org/participants/darkscribe/novels/plot-a-plot-b-or-plot-c/stats,November 2014,"
<p></p>
"
636,Darkscribe,Novel: Stone and Steel,Genre: Fantasy,51352,"1,711",1,"
<p></p>
",http://nanowrimo.org/participants/darkscribe/novels/stone-and-steel/stats,November 2013,"
<p></p>
"
637,Darkscribe,Novel: Rising Knights,Genre: Science Fiction,50244,"1,674",1,"
<p></p>
",http://nanowrimo.org/participants/darkscribe/novels/rising-knights/stats,November 2012,"
<p></p>
"
638,Darkscribe,Novel: Heroes and Villians,Genre: Fantasy,50225,"1,674",1,"
<p></p>
",http://nanowrimo.org/participants/darkscribe/novels/heroes-and-villians/stats,November 2011,"
<p></p>
"
639,Darkscribe,Novel: Uh...,Genre: Fantasy,50073,"1,669",1,"
<p></p>
",http://nanowrimo.org/participants/darkscribe/novels/uh-628485/stats,November 2010,"
<p></p>
"
640,Darkscribe,Novel: Yeah No Clue,Genre:,50000,"1,666",1,"
<p></p>
",http://nanowrimo.org/participants/darkscribe/novels/yeah-no-clue/stats,November 2009,"
<p></p>
"
641,Darkscribe,Novel: Taking Back the Apoclypse,Genre: Fantasy,65272,"2,175",1,"
<p></p>
",http://nanowrimo.org/participants/darkscribe/novels/taking-back-the-apoclypse/stats,November 2008,"
<p></p>
"
642,Darkscribe,Novel: Eight,Genre: Fantasy,51051,"1,701",1,"
<p></p>
",http://nanowrimo.org/participants/darkscribe/novels/eight-628499/stats,November 2007,"
<p></p>
"
643,Darkscribe,Novel: Grad School,Genre:,600,20,0,"
<p></p>
",http://nanowrimo.org/participants/darkscribe/novels/grad-school-628506/stats,November 2006,"
<p></p>
"
644,Darkscribe,Novel: The Ride,Genre: Fantasy,5668,188,0,"
<p></p>
",http://nanowrimo.org/participants/darkscribe/novels/the-ride-628510/stats,November 2005,"
<p></p>
"
645,Darkscribe,Novel: In Fate's Hands,Genre: Fantasy,32766,"1,092",0,"
<p></p>
",http://nanowrimo.org/participants/darkscribe/novels/in-fate-s-hands-628514/stats,November 2004,"
<p></p>
"
646,ClaudyKeira,Novel: Der Vierte König,Genre: Fantasy,50020,"1,667",1,"
<p>Alle 25 Jahre, wenn die Erben der vier Königreiche ihren 16. Geburtstag gefeiert haben, findet das ""Turnier der Erben"" statt. Einst ging es darum seine Macht zu beweisen. Teilnehmer starben, Königreiche zerfielen oder wurden zusammen genommen. Vor knapp 150 Jahren entschieden sich die 4 regierenden Könige das Turnier nur mehr zu nutzen um ihre Nachfolger, die Kronprinzen, zu präsentieren. So war es seither. Doch diesmal ist alles anders, als der Name einer jungen Frau auf der Liste der Auserwählten steht.</p>
",http://nanowrimo.org/participants/claudykeira/novels/der-vierte-konig/stats,November 2015,"
<p></p>
"
647,ClaudyKeira,Novel: The 4th King,Genre: Fantasy,11635,387,0,"
<p>The story about a young woman who has to follow her destiny to save an entire country.</p>
",http://nanowrimo.org/participants/claudykeira/novels/the-4th-king/stats,November 2011,"
<p></p>
"
648,cinnamon.quill,Novel: AOE,Genre: Fantasy,1108,36,0,"
<p>Ghosts and alchemy collide in modern day England.</p>
",http://nanowrimo.org/participants/cinnamon-quill/novels/aoe/stats,November 2015,"
<p></p>
"
649,AxmxZ,Novel: The odds (n-th draft),Genre: Thriller/Suspense,45503,"1,516",0,"
<p>A University of Chicago student, Garik Schaeffer, returns for his sophomore year in the fall and discovers a whirlwind conspiracy around his best friend, Martin - an awkward gangly immigrant from a remote Russian province. UFO hunters, CIA agents, muggers, and professors of Finnish elbow and jostle each other in a race to destroy Martin, who seems to be keeping a horrifying secret from the trusting people surrounding him. </p>
<p>Torn between loyalty and justice, Garik sets out to learn the truth about the boy he has befriended.</p>
",http://nanowrimo.org/participants/axmxz/novels/the-odds-n-th-draft/stats,November 2015,"
<p></p>
"
